X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ENSG_clean,SYMBOL
ENSG00000169684.13,38.59438142,-0.182232345,0.596531165,-0.305486713,0.759995488,0.92584596,ENSG00000169684,CHRNA5
ENSG00000125843.11,48.80078962,0.198420759,0.649146551,0.305664043,0.759860454,0.92584596,ENSG00000125843,AP5S1
ENSG00000142192.22,86.88927494,-0.149086633,0.489534472,-0.304547771,0.760710604,0.926020387,ENSG00000142192,APP
ENSG00000121289.18,118.6951905,0.142277645,0.469877371,0.302797397,0.762044268,0.926696571,ENSG00000121289,CEP89
ENSG00000007923.17,125.8154651,0.145696238,0.483154513,0.30155206,0.762993558,0.927040304,ENSG00000007923,DNAJC11
ENSG00000225663.8,39.67214035,0.194890061,0.646659876,0.301379547,0.763125089,0.927089496,ENSG00000225663,MCRIP1
ENSG00000153208.19,60.39756601,-0.160807921,0.534985678,-0.300583599,0.763732039,0.927339752,ENSG00000153208,MERTK
ENSG00000241213.2,17.68863804,0.242448739,0.807007721,0.300429268,0.763849741,0.927350002,ENSG00000241213,LINC02024
ENSG00000055483.20,122.1219384,-0.163573626,0.545719608,-0.299739323,0.764376001,0.927594554,ENSG00000055483,USP36
ENSG00000257727.6,17.75128944,0.230488852,0.771244761,0.298853054,0.765052169,0.927701763,ENSG00000257727,CNPY2
ENSG00000073536.18,56.81780927,0.180231329,0.603234747,0.298774781,0.765111894,0.927701763,ENSG00000073536,NLE1
ENSG00000115677.18,146.4073757,0.152988538,0.513343049,0.298023979,0.765684862,0.927851683,ENSG00000115677,HDLBP
ENSG00000171634.19,165.2291745,-0.135314829,0.454343124,-0.297825194,0.765836584,0.927851683,ENSG00000171634,BPTF
ENSG00000226328.8,48.04912904,-0.174358337,0.586120366,-0.297478721,0.766101051,0.927977733,ENSG00000226328,NUP50-DT
ENSG00000087266.17,182.5026284,0.146384948,0.496469111,0.294852076,0.768106883,0.929030684,ENSG00000087266,SH3BP2
ENSG00000148335.15,43.34563964,-0.195385043,0.663386176,-0.294526853,0.768355347,0.929191978,ENSG00000148335,NTMT1
ENSG00000101464.11,61.11685463,-0.15799768,0.536795986,-0.294334689,0.768502168,0.929291839,ENSG00000101464,PIGU
ENSG00000274349.5,11.13640322,-0.273501294,0.929868784,-0.294128913,0.768659399,0.929350832,ENSG00000274349,ZNF658
ENSG00000093217.11,89.71929016,0.142913114,0.487178453,0.293348594,0.769255714,0.929518453,ENSG00000093217,XYLB
ENSG00000107249.24,139.994648,-0.137159831,0.468154902,-0.292979591,0.769537752,0.929518453,ENSG00000107249,GLIS3
ENSG00000103507.14,55.98340216,0.176068429,0.601910739,0.292515846,0.769892246,0.929594172,ENSG00000103507,BCKDK
ENSG00000110801.14,87.67058722,-0.150392999,0.514534373,-0.292289508,0.77006528,0.929667405,ENSG00000110801,PSMD9
ENSG00000184254.17,65.02438899,0.154612554,0.52939975,0.292052564,0.770246435,0.929763883,ENSG00000184254,ALDH1A3
ENSG00000189180.16,41.52432675,-0.168594582,0.579870475,-0.290745242,0.771246167,0.93031857,ENSG00000189180,ZNF33A
ENSG00000100632.11,12.36229259,-0.278144034,0.956549108,-0.290778624,0.771220635,0.93031857,ENSG00000100632,ERH
ENSG00000145685.14,95.57523215,0.140752688,0.485055585,0.290178471,0.771679706,0.930493914,ENSG00000145685,LHFPL2
ENSG00000184792.16,90.72844603,-0.151060423,0.521332847,-0.289758115,0.772001293,0.930521705,ENSG00000184792,OSBP2
ENSG00000137073.24,121.2966771,-0.137958201,0.476977873,-0.289233964,0.772402343,0.930739634,ENSG00000137073,UBAP2
ENSG00000163637.13,91.37389415,-0.140435891,0.486592596,-0.288610825,0.77287921,0.930827931,ENSG00000163637,PRICKLE2
ENSG00000058085.15,92.76535877,0.141524678,0.492086253,0.287601366,0.773651899,0.931200265,ENSG00000058085,LAMC2
ENSG00000030582.19,44.34121902,-0.193013345,0.671115909,-0.28760061,0.773652478,0.931200265,ENSG00000030582,GRN
ENSG00000106078.19,155.7116368,0.132682705,0.462496011,0.286884,0.774201142,0.931226246,ENSG00000106078,COBL
ENSG00000113924.12,37.09652565,0.173478622,0.606366388,0.286095379,0.77480507,0.931495201,ENSG00000113924,HGD
ENSG00000153786.13,47.20119561,0.170859444,0.597482695,0.285965511,0.774904537,0.931495201,ENSG00000153786,ZDHHC7
ENSG00000163866.9,114.9807334,-0.141746911,0.496991478,-0.285209943,0.775483303,0.931636595,ENSG00000163866,SMIM12
ENSG00000124831.20,130.3601837,-0.131469304,0.46098855,-0.285189954,0.775498616,0.931636595,ENSG00000124831,LRRFIP1
ENSG00000138771.16,116.5207118,-0.139764429,0.490193186,-0.285121118,0.775551352,0.931636595,ENSG00000138771,SHROOM3
ENSG00000170703.16,89.33728197,0.155532661,0.546277663,0.284713564,0.775863598,0.931746186,ENSG00000170703,TTLL6
ENSG00000084731.15,82.60880309,0.151150743,0.532739487,0.283723558,0.77662224,0.932171964,ENSG00000084731,KIF3C
ENSG00000138162.19,231.7957443,0.125953947,0.444771537,0.283187966,0.777032753,0.932283388,ENSG00000138162,TACC2
ENSG00000275852.1,14.71505474,0.232812017,0.823679211,0.282648893,0.777445997,0.932377493,ENSG00000275852,LINC01742
ENSG00000010818.11,144.7800238,-0.127171691,0.451813911,-0.28146918,0.778350564,0.932527367,ENSG00000010818,HIVEP2
ENSG00000123358.20,113.3811661,-0.153469479,0.545034208,-0.2815777,0.778267341,0.932527367,ENSG00000123358,NR4A1
ENSG00000105227.16,81.31835242,0.153143174,0.544260656,0.281378366,0.778420209,0.932527367,ENSG00000105227,PRX
ENSG00000166888.12,103.2029132,-0.154274237,0.548755094,-0.281134952,0.778606894,0.932573454,ENSG00000166888,STAT6
ENSG00000265246.1,11.76661838,-0.253981507,0.903845367,-0.281001061,0.778709586,0.932585842,ENSG00000265246,LOC124903956
ENSG00000182957.16,66.22906887,-0.145090456,0.518016163,-0.280088666,0.77940948,0.932892179,ENSG00000182957,SPATA13
ENSG00000108312.16,75.9664984,-0.171591618,0.613302299,-0.2797831,0.779643918,0.932892179,ENSG00000108312,UBTF
ENSG00000125355.16,39.69984844,-0.167050255,0.597787943,-0.279447348,0.779901539,0.932952015,ENSG00000125355,TMEM255A
ENSG00000196214.11,74.85031448,-0.141589039,0.507004885,-0.279265631,0.78004098,0.933010077,ENSG00000196214,ZNF766
ENSG00000144031.12,25.65248982,0.198938856,0.714305484,0.27850669,0.78062343,0.93305508,ENSG00000144031,ANKRD53
ENSG00000018236.15,96.63904739,0.163596045,0.588334318,0.278066466,0.780961337,0.933087005,ENSG00000018236,CNTN1
ENSG00000261373.1,11.40018651,0.3061405,1.103148161,0.277515307,0.781384454,0.933295091,ENSG00000261373,VPS9D1-AS1
ENSG00000130985.17,69.40843731,-0.168973127,0.609674183,-0.277153162,0.781662503,0.933329656,ENSG00000130985,UBA1
ENSG00000114626.18,91.15590693,-0.165331237,0.597351004,-0.276774017,0.781953633,0.93347598,ENSG00000114626,ABTB1
ENSG00000187688.15,51.94670765,0.172719745,0.627010925,0.275465288,0.782958791,0.933818876,ENSG00000187688,TRPV2
ENSG00000060237.19,345.1361869,-0.11621732,0.424406213,-0.273835105,0.784211344,0.93429264,ENSG00000060237,WNK1
ENSG00000156411.10,43.49881487,-0.157164414,0.581669731,-0.270195276,0.787010026,0.935168572,ENSG00000156411,ATP5MJ
ENSG00000168488.19,85.95355861,-0.162684586,0.599156516,-0.271522685,0.785989054,0.935168572,ENSG00000168488,ATXN2L
ENSG00000160209.19,128.0225502,0.14991565,0.556373814,0.269451305,0.78758241,0.935348258,ENSG00000160209,PDXK
ENSG00000047644.20,63.44563582,0.144227095,0.5354746,0.269344419,0.787664654,0.935371406,ENSG00000047644,WWC3
ENSG00000148606.15,188.8119011,0.118878004,0.442454424,0.268678528,0.788177076,0.935571828,ENSG00000148606,POLR3A
ENSG00000140474.14,71.40248412,-0.16026247,0.596461037,-0.268688916,0.788169082,0.935571828,ENSG00000140474,ULK3
ENSG00000071655.18,65.74855805,0.159497645,0.595458224,0.267856986,0.788809404,0.935652996,ENSG00000071655,MBD3
ENSG00000187720.15,308.6136603,-0.112771265,0.421312227,-0.267666727,0.788955864,0.935674156,ENSG00000187720,THSD4
ENSG00000064932.16,77.36296109,-0.166592961,0.623880971,-0.267026835,0.7894485,0.935912124,ENSG00000064932,SBNO2
ENSG00000120708.17,124.6504026,-0.135377219,0.509677795,-0.265613335,0.790537015,0.936015837,ENSG00000120708,TGFBI
ENSG00000176783.15,73.32369523,-0.141214107,0.530993247,-0.26594332,0.790282861,0.936015837,ENSG00000176783,RUFY1
ENSG00000151320.11,213.0022565,-0.119987931,0.451568512,-0.265713679,0.790459728,0.936015837,ENSG00000151320,AKAP6
ENSG00000090924.15,109.0184557,-0.146848452,0.552601952,-0.265740017,0.790439442,0.936015837,ENSG00000090924,PLEKHG2
ENSG00000186532.12,101.2753057,0.132938753,0.50189929,0.26487137,0.791108554,0.936230175,ENSG00000186532,SMYD4
ENSG00000089916.18,245.9029029,-0.119996587,0.454025011,-0.264295102,0.791552534,0.936298924,ENSG00000089916,GPATCH2L
ENSG00000169592.15,64.84442304,-0.156241457,0.592530087,-0.263685272,0.792022445,0.936298924,ENSG00000169592,INO80E
ENSG00000234684.8,37.75630299,-0.162542542,0.615647811,-0.264018712,0.7917655,0.936298924,ENSG00000234684,SDCBP2-AS1
ENSG00000088812.18,69.20239307,0.136877322,0.518323161,0.264077185,0.791720443,0.936298924,ENSG00000088812,ATRN
ENSG00000104689.10,32.17497283,-0.169385772,0.646076471,-0.262176042,0.793185723,0.936525901,ENSG00000104689,TNFRSF10A
ENSG00000182613.3,56.47997412,0.141348192,0.540351128,0.261585819,0.793640778,0.936686421,ENSG00000182613,OR2V2
ENSG00000104522.16,60.41136581,-0.172006076,0.658433795,-0.261235188,0.793911144,0.936882177,ENSG00000104522,GFUS
ENSG00000092200.13,74.58694939,0.135808263,0.520204321,0.261067157,0.794040719,0.93694002,ENSG00000092200,RPGRIP1
ENSG00000180398.13,67.8297235,-0.13536082,0.521480418,-0.259570284,0.795195261,0.93705213,ENSG00000180398,MCFD2
ENSG00000138193.17,287.5272949,0.111726516,0.429848803,0.2599205,0.794925098,0.93705213,ENSG00000138193,PLCE1
ENSG00000256197.1,9.77545259,0.253185461,0.973836061,0.259987766,0.794873211,0.93705213,ENSG00000256197,TSPAN9-IT1
ENSG00000173171.15,27.23657035,-0.18703926,0.722832677,-0.258758722,0.795821409,0.937443999,ENSG00000173171,MTX1
ENSG00000172878.14,54.09977944,-0.140358195,0.546052208,-0.257041713,0.797146573,0.937795357,ENSG00000172878,METAP1D
ENSG00000168575.10,71.5911967,0.130424174,0.510107083,0.25567999,0.798197947,0.938074006,ENSG00000168575,SLC20A2
ENSG00000139318.8,33.8235645,-0.162819845,0.636398738,-0.255845644,0.798070028,0.938074006,ENSG00000139318,DUSP6
ENSG00000185989.11,97.46258861,-0.14104183,0.551237291,-0.255864094,0.798055781,0.938074006,ENSG00000185989,RASA3
ENSG00000267123.7,62.66018001,0.137234018,0.536907218,0.255600993,0.798258951,0.938074006,ENSG00000267123,SCAT1
ENSG00000105698.16,39.39691022,0.169725473,0.663554185,0.255782387,0.798118875,0.938074006,ENSG00000105698,USF2
ENSG00000066455.13,45.20384896,-0.147417898,0.579176971,-0.254529972,0.799086152,0.938370096,ENSG00000066455,GOLGA5
ENSG00000141564.16,146.540381,0.127417134,0.501148815,0.254250096,0.799302351,0.938426885,ENSG00000141564,RPTOR
ENSG00000062370.17,39.414559,0.15139454,0.595455367,0.254250022,0.799302408,0.938426885,ENSG00000062370,ZNF112
ENSG00000115884.11,57.33189233,-0.150609953,0.593720846,-0.253671324,0.79974949,0.938476206,ENSG00000115884,SDC1
ENSG00000160712.13,82.21927532,-0.132295243,0.52305908,-0.252926004,0.800325394,0.938669803,ENSG00000160712,IL6R
ENSG00000257950.3,39.67355137,0.151873542,0.601372705,0.252544787,0.800620001,0.938837313,ENSG00000257950,P2RX5-TAX1BP3
ENSG00000002016.18,94.96175887,-0.125092916,0.501250483,-0.249561687,0.80292633,0.939420823,ENSG00000002016,RAD52
ENSG00000169375.17,235.555626,-0.1088636,0.435315252,-0.250079912,0.80252555,0.939420823,ENSG00000169375,SIN3A
ENSG00000125877.13,19.92010327,-0.198207983,0.794504153,-0.249473817,0.802994292,0.939420823,ENSG00000125877,ITPA
ENSG00000159399.10,72.58544755,0.136956934,0.550292058,0.248880449,0.803453259,0.939564169,ENSG00000159399,HK2
ENSG00000240405.7,113.4585126,0.121892911,0.491914395,0.247792932,0.804294624,0.939564169,ENSG00000240405,SAMMSON
ENSG00000088002.12,24.33272902,0.177157544,0.711556578,0.248971831,0.803382571,0.939564169,ENSG00000088002,SULT2B1
ENSG00000062822.16,55.6422822,0.160581019,0.649398325,0.247276614,0.804694156,0.939576298,ENSG00000062822,POLD1
ENSG00000235376.5,22.27562144,-0.182391478,0.738681597,-0.24691488,0.804974101,0.939655426,ENSG00000235376,RPEL1
ENSG00000198208.12,76.25162005,0.131073119,0.532484717,0.246153767,0.805563203,0.939971156,ENSG00000198208,RPS6KL1
ENSG00000144524.18,58.2522627,0.132396253,0.541215415,0.244627646,0.806744756,0.940626775,ENSG00000144524,COPS7B
ENSG00000168404.13,75.49164572,-0.133585268,0.549875225,-0.24293742,0.808053877,0.941140989,ENSG00000168404,MLKL
ENSG00000131446.17,126.7969968,-0.119098432,0.494641735,-0.24077716,0.809727833,0.94186734,ENSG00000131446,MGAT1
ENSG00000258792.4,16.6276017,0.195968137,0.81478826,0.240514188,0.809931665,0.94186734,ENSG00000258792,LOC105370616
ENSG00000149474.15,36.81769724,0.147985962,0.615163536,0.240563612,0.809893356,0.94186734,ENSG00000149474,KAT14
ENSG00000068654.17,256.9528681,0.106549545,0.446335259,0.238720878,0.811322026,0.942679494,ENSG00000068654,POLR1A
ENSG00000198113.3,52.68302675,0.156062488,0.655194942,0.23819245,0.811731833,0.942806084,ENSG00000198113,TOR4A
ENSG00000168539.4,45.60287432,0.150190722,0.631652524,0.237774277,0.812056171,0.942897424,ENSG00000168539,CHRM1
ENSG00000166016.6,103.482396,-0.139762496,0.588029715,-0.237679309,0.812129833,0.942929168,ENSG00000166016,ABTB2
ENSG00000070882.13,110.2221059,-0.115147387,0.486044284,-0.236907192,0.81272879,0.943183694,ENSG00000070882,OSBPL3
ENSG00000103528.17,76.8485315,-0.118877325,0.502199243,-0.236713468,0.812879086,0.943267091,ENSG00000103528,SYT17
ENSG00000289450.2,28.49825618,-0.159065461,0.674478532,-0.235834728,0.813560919,0.943285771,ENSG00000289450,LOC101927995
ENSG00000166326.7,216.2804067,-0.10211423,0.433439058,-0.235590743,0.813750257,0.943285771,ENSG00000166326,TRIM44
ENSG00000101213.7,48.86781312,0.146759067,0.622097288,0.235910154,0.813502389,0.943285771,ENSG00000101213,PTK6
ENSG00000166246.14,43.83815936,0.146460309,0.622282413,0.235359873,0.813929428,0.94332283,ENSG00000166246,DNAAF8
ENSG00000146038.12,47.2024722,-0.145219924,0.619500922,-0.23441438,0.814663296,0.943380585,ENSG00000146038,DCDC2
ENSG00000197586.13,55.7888226,0.131039096,0.559509178,0.234203657,0.814826876,0.943380585,ENSG00000197586,ENTPD6
ENSG00000130402.14,61.06899945,0.134273076,0.580267544,0.231398563,0.817005181,0.943972651,ENSG00000130402,ACTN4
ENSG00000132510.11,119.7643425,0.129901847,0.562857125,0.23079009,0.81747788,0.944205564,ENSG00000132510,KDM6B
ENSG00000140740.11,47.25594408,-0.133877874,0.584689174,-0.228972727,0.818890114,0.944636033,ENSG00000140740,UQCRC2
ENSG00000135919.14,151.0634754,-0.103993896,0.45681313,-0.227650848,0.819917687,0.944755461,ENSG00000135919,SERPINE2
ENSG00000226742.4,10.88779003,-0.214799385,0.943130246,-0.22775156,0.819839387,0.944755461,ENSG00000226742,HSBP1L1
ENSG00000101096.20,133.3920463,-0.10738146,0.471939612,-0.227532203,0.820009932,0.944755461,ENSG00000101096,NFATC2
ENSG00000196155.13,103.8258588,-0.135109181,0.595288286,-0.226964286,0.820451513,0.944872002,ENSG00000196155,PLEKHG4
ENSG00000205549.10,11.61391538,-0.206911993,0.911952274,-0.226889058,0.82051001,0.944878481,ENSG00000205549,LINC03041
ENSG00000008513.17,190.0305833,-0.104454905,0.463753501,-0.225237987,0.821794139,0.945532457,ENSG00000008513,ST3GAL1
ENSG00000059573.9,52.43217435,-0.126658631,0.562338084,-0.225235734,0.821795891,0.945532457,ENSG00000059573,ALDH18A1
ENSG00000139083.11,98.50405084,0.108489745,0.482480213,0.224858434,0.822089406,0.945594778,ENSG00000139083,ETV6
ENSG00000167264.18,57.42831725,0.12534509,0.557946666,0.224654251,0.822248258,0.945594778,ENSG00000167264,DUS2
ENSG00000106785.15,43.72140833,0.134595721,0.601466787,0.223779141,0.822929162,0.945893131,ENSG00000106785,TRIM14
ENSG00000114023.16,116.0072776,-0.105863342,0.473527516,-0.223563232,0.823097176,0.946002161,ENSG00000114023,FAM162A
ENSG00000100949.15,45.66640552,-0.138253192,0.619486111,-0.223173997,0.823400089,0.946080901,ENSG00000100949,RABGGTA
ENSG00000232900.2,18.75018974,0.167728864,0.753418278,0.222623832,0.823828287,0.946200809,ENSG00000232900,LOC101929413
ENSG00000125835.20,36.24167825,-0.137307283,0.618091538,-0.222147166,0.824199322,0.946359372,ENSG00000125835,SNRPB
ENSG00000108395.14,63.98009075,-0.129483097,0.583678639,-0.221839704,0.82443867,0.946385205,ENSG00000108395,TRIM37
ENSG00000143157.12,103.2931991,-0.108718824,0.492113434,-0.220922284,0.825152946,0.946720422,ENSG00000143157,POGK
ENSG00000182173.14,49.62954005,0.129949515,0.588823851,0.220693361,0.825331201,0.946750005,ENSG00000182173,TSEN54
ENSG00000148300.12,51.10062335,-0.127492586,0.581515961,-0.219241766,0.826461722,0.947212475,ENSG00000148300,REXO4
ENSG00000176454.15,79.32189681,0.11012058,0.503053693,0.218904228,0.826724653,0.9473038,ENSG00000176454,LPCAT4
ENSG00000054277.14,22.80093476,0.152634114,0.703773848,0.216879491,0.828302261,0.947859159,ENSG00000054277,OPN3
ENSG00000183735.11,144.3573247,-0.111746997,0.516061549,-0.216538118,0.828568316,0.947859159,ENSG00000183735,TBK1
ENSG00000072110.16,177.2310834,0.10616983,0.490042101,0.216654508,0.828477603,0.947859159,ENSG00000072110,ACTN1
ENSG00000233223.5,19.74182045,0.178844168,0.826069814,0.216500065,0.828597975,0.947859159,ENSG00000233223,MPDU1-AS1
ENSG00000167600.14,32.71511289,0.142524516,0.65779273,0.216670858,0.82846486,0.947859159,ENSG00000167600,CYP2S1
ENSG00000146674.16,50.2958862,-0.128044524,0.592659465,-0.216050754,0.828948186,0.947887809,ENSG00000146674,IGFBP3
ENSG00000198176.13,56.89175197,0.116404093,0.539088317,0.215927687,0.829044115,0.947908287,ENSG00000198176,TFDP1
ENSG00000059728.11,75.923372,-0.108556527,0.504748719,-0.215070436,0.829712403,0.947984405,ENSG00000059728,MXD1
ENSG00000172340.15,20.0812025,-0.158465778,0.737402858,-0.214897157,0.829847501,0.947984405,ENSG00000172340,SUCLG2
ENSG00000255970.1,37.68771998,-0.128444705,0.598487623,-0.214615473,0.830067129,0.947984651,ENSG00000255970,LINC02421
ENSG00000177669.4,13.24494076,-0.183383373,0.857679704,-0.213813353,0.830692612,0.948217688,ENSG00000177669,MBOAT4
ENSG00000161677.12,15.53592429,-0.203508408,0.951412976,-0.213901233,0.830624079,0.948217688,ENSG00000161677,JOSD2
ENSG00000178209.17,289.0155792,-0.122463801,0.578604185,-0.211653846,0.832377097,0.94917982,ENSG00000178209,PLEC
ENSG00000125970.12,147.2822747,-0.110123785,0.522144813,-0.210906595,0.832960158,0.949180305,ENSG00000125970,RALY
ENSG00000115756.13,93.2879448,-0.112103974,0.53431149,-0.209810151,0.83381585,0.949340756,ENSG00000115756,HPCAL1
ENSG00000116017.11,73.73443072,0.113945605,0.541768707,0.210321496,0.833416759,0.949340756,ENSG00000116017,ARID3A
ENSG00000198959.12,132.8467463,0.103536168,0.493818333,0.209664488,0.833929544,0.949395355,ENSG00000198959,TGM2
ENSG00000153443.13,39.37526081,-0.148599573,0.709161866,-0.209542532,0.834024737,0.949439666,ENSG00000153443,UBALD1
ENSG00000203867.8,97.94467899,0.100285866,0.481815377,0.208141689,0.835118337,0.949791611,ENSG00000203867,RBM20
ENSG00000103043.15,107.8813305,0.114563217,0.55151972,0.207722795,0.835445418,0.949914303,ENSG00000103043,VAC14
ENSG00000088970.16,44.61368294,-0.1204295,0.580275917,-0.207538339,0.835589454,0.949976967,ENSG00000088970,KIZ
ENSG00000136918.8,30.00341,0.149810303,0.726666151,0.206161113,0.836665062,0.950131122,ENSG00000136918,WDR38
ENSG00000175155.11,99.68496426,0.099452014,0.482194334,0.206248823,0.836596553,0.950131122,ENSG00000175155,YPEL2
ENSG00000174898.16,40.76739778,-0.124017672,0.601064198,-0.20633016,0.836533021,0.950131122,ENSG00000174898,CATSPERD
ENSG00000065882.18,128.0513228,-0.098708057,0.482174042,-0.204714582,0.837795127,0.950383365,ENSG00000065882,TBC1D1
ENSG00000125834.13,50.31393733,0.12587899,0.614313965,0.204909863,0.837642549,0.950383365,ENSG00000125834,STK35
ENSG00000226629.1,28.6662188,-0.132376771,0.648799828,-0.204033302,0.838327475,0.950672945,ENSG00000226629,LINC00974
ENSG00000279261.2,25.61018038,0.137598078,0.675559915,0.203680051,0.838603532,0.950760866,ENSG00000279261,LINC02961
ENSG00000258231.5,22.50669121,0.153058401,0.753044699,0.203252744,0.838937489,0.950866566,ENSG00000258231,LOC100506869
ENSG00000160410.15,53.98622048,-0.122265067,0.603530565,-0.202583057,0.839460934,0.950965909,ENSG00000160410,SHKBP1
ENSG00000167085.14,62.27375478,-0.116565746,0.581199582,-0.200560616,0.841042156,0.951741861,ENSG00000167085,PHB1
ENSG00000004975.12,74.07726572,0.117124475,0.585934856,0.199893339,0.841564,0.951811272,ENSG00000004975,DVL2
ENSG00000184619.8,148.3649573,-0.090211481,0.452553008,-0.199339037,0.841997544,0.952088926,ENSG00000184619,KRBA2
ENSG00000165714.11,106.7005554,0.098554249,0.497814207,0.197973958,0.843065439,0.952385929,ENSG00000165714,BORCS5
ENSG00000126353.3,35.02628286,0.121538175,0.615248338,0.197543281,0.843402415,0.952385929,ENSG00000126353,CCR7
ENSG00000235914.2,17.92687205,0.159564687,0.807925478,0.197499264,0.843436857,0.952385929,ENSG00000235914,MACROD2-AS1
ENSG00000100364.19,135.9342751,0.099657013,0.506436358,0.196780921,0.843998982,0.95257051,ENSG00000100364,KIAA0930
ENSG00000083290.20,166.1217662,0.08948942,0.455145882,0.196617005,0.844127262,0.952608177,ENSG00000083290,ULK2
ENSG00000166261.11,42.78010761,-0.120467272,0.617938685,-0.194950203,0.845431932,0.953213353,ENSG00000166261,ZNF202
ENSG00000241878.12,62.46554462,0.117921289,0.607193702,0.194207036,0.846013774,0.953404256,ENSG00000241878,PISD
ENSG00000105640.13,42.64343806,-0.130062734,0.672603402,-0.193372103,0.846667562,0.953575252,ENSG00000105640,RPL18A
ENSG00000155256.18,61.37048731,-0.11535177,0.599638288,-0.192368921,0.847453235,0.954027527,ENSG00000155256,ZFYVE27
ENSG00000067057.19,58.56963792,-0.105271987,0.549222367,-0.191674618,0.84799709,0.954220675,ENSG00000067057,PFKP
ENSG00000158941.17,51.43850488,-0.110527291,0.577704939,-0.191321353,0.848273833,0.954325562,ENSG00000158941,CCAR2
ENSG00000116771.6,37.35986724,-0.116336876,0.6097165,-0.190804868,0.848678475,0.954525082,ENSG00000116771,AGMAT
ENSG00000100600.15,52.24008607,-0.126534812,0.664117465,-0.190530771,0.848893233,0.954565723,ENSG00000100600,LGMN
ENSG00000213965.4,23.62180431,-0.1353982,0.711854718,-0.190204823,0.849148632,0.954624828,ENSG00000213965,NUDT19
ENSG00000163013.12,88.4389114,0.106983033,0.564572629,0.189493835,0.849705786,0.95480492,ENSG00000163013,FBXO41
ENSG00000179406.10,108.005711,0.098512464,0.520489112,0.18926902,0.849881975,0.95480492,ENSG00000179406,LINC00174
ENSG00000053254.16,100.1576785,0.090986269,0.480937322,0.189185295,0.849947593,0.95480492,ENSG00000053254,FOXN3
ENSG00000139514.13,88.58084873,0.091390144,0.48985758,0.186564724,0.852001927,0.955677614,ENSG00000139514,SLC7A1
ENSG00000153815.18,173.9090961,-0.090166255,0.48276505,-0.186770469,0.851840602,0.955677614,ENSG00000153815,CMIP
ENSG00000173137.12,63.76383683,0.114683971,0.620015542,0.18496951,0.85325295,0.956052152,ENSG00000173137,ADCK5
ENSG00000144233.12,70.18153982,0.096526156,0.524532795,0.18402311,0.853995325,0.95626088,ENSG00000144233,AMMECR1L
ENSG00000134686.21,60.86786052,0.106791626,0.581815076,0.183549087,0.854367207,0.956339519,ENSG00000134686,PHC2
ENSG00000222005.9,37.59023622,0.112097648,0.614537101,0.182409895,0.855261061,0.956583288,ENSG00000222005,LINC01118
ENSG00000108821.14,124.0068419,0.091600077,0.502544738,0.182272484,0.855368892,0.956583288,ENSG00000108821,COL1A1
ENSG00000110931.19,95.31394013,0.097100616,0.534263941,0.181746528,0.85578165,0.956798258,ENSG00000110931,CAMKK2
ENSG00000102390.11,10.36526822,0.171576019,0.946618904,0.181251419,0.856170237,0.956986719,ENSG00000102390,PBDC1
ENSG00000136699.20,80.71125487,0.105758673,0.584535478,0.180927722,0.856424309,0.957052831,ENSG00000136699,SMPD4
ENSG00000171456.22,178.1117248,-0.080760428,0.446855279,-0.180730613,0.856579029,0.957093234,ENSG00000171456,ASXL1
ENSG00000166526.19,54.61374247,-0.10134749,0.56440048,-0.179566627,0.857492807,0.957517818,ENSG00000166526,ZNF3
ENSG00000150760.13,100.9660139,0.087149719,0.486950347,0.178970443,0.85796091,0.957848426,ENSG00000150760,DOCK1
ENSG00000149716.13,118.8026567,0.08975392,0.501466294,0.178982957,0.857951084,0.957848426,ENSG00000149716,LTO1
ENSG00000100373.10,19.3987081,0.140784673,0.786091129,0.179094595,0.857863426,0.957848426,ENSG00000100373,UPK3A
ENSG00000136830.12,74.57615517,-0.101556474,0.571211164,-0.177791472,0.858886745,0.958212774,ENSG00000136830,NIBAN2
ENSG00000166033.13,28.57177861,0.12666864,0.714048263,0.177395067,0.859198082,0.958394544,ENSG00000166033,HTRA1
ENSG00000204397.10,12.95881609,-0.160910788,0.913716228,-0.176105867,0.860210772,0.958763403,ENSG00000204397,CARD16
ENSG00000125170.11,58.32318849,0.101805099,0.578218334,0.176066881,0.860241399,0.958763403,ENSG00000125170,DOK4
ENSG00000115241.11,49.82867074,-0.107289906,0.61140608,-0.175480601,0.860702012,0.958928913,ENSG00000115241,PPM1G
ENSG00000158169.14,163.7659028,-0.078696242,0.44914751,-0.175212464,0.860912691,0.958948729,ENSG00000158169,FANCC
ENSG00000169871.13,111.2247154,0.083005301,0.474700443,0.174858276,0.861190996,0.959064005,ENSG00000169871,TRIM56
ENSG00000226891.9,88.50522854,-0.086672699,0.496833096,-0.174450333,0.86151156,0.959349458,ENSG00000226891,LINC01359
ENSG00000148814.18,143.7334473,-0.079232504,0.459494291,-0.172434144,0.863096232,0.959551606,ENSG00000148814,LRRC27
ENSG00000134909.19,103.3696818,-0.085011454,0.490426299,-0.173341956,0.862382647,0.959551606,ENSG00000134909,ARHGAP32
ENSG00000125821.13,39.91398669,-0.102944625,0.593078281,-0.173576791,0.862198074,0.959551606,ENSG00000125821,DTD1
ENSG00000140836.17,250.2354689,-0.07370346,0.428180836,-0.172131617,0.863334057,0.959615767,ENSG00000140836,ZFHX3
